"coef","exp(coef)","se(coef)","z","Pr(>|z|)","HR","CI_low","CI_high","Site"
18.7755368717147,142597548.123915,3579.77850935386,0.0052448878674071,0.995815204133949,142597548.123915,0,Inf,"siteKrum Bay"
19.3571880254509,255105572.04149,3579.77850400899,0.00540737031740169,0.995685563734649,255105572.04149,0,Inf,"sitePerseverance"
17.0644464526361,25762910.875355,3579.7785664932,0.00476690000112288,0.996196578490622,25762910.875355,0,Inf,"siteRupert's Rock"
18.481031350678,106220889.885085,3579.77851411546,0.00516261865861399,0.995880844576709,106220889.885085,0,Inf,"siteSaba"
